fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
a5fc563a283a46d0aa302bf0f714065e,Roman Kopylov,1991-05-04,,"['РАТЬ', 'Raty Team']",Middleweight,12,2,0,11,0,1,0,0,1,1,0,Russia,Novosibirsk,185.0,M,"6,0",182.88
cb47894cd6e04e9586c74d5a598fc01d,Christos Giagos,1990-01-23,The Spartan,['Black House'],Lightweight,20,11,0,8,4,8,0,2,6,3,0,United States,"Hawthorne, California",155.0,M,"5,10",177.8
58904bd0e7fc4167bd7f5c06b0c9e4f4,Daniel da Silva,1996-06-05,Miojo,['Chute Boxe Diego Lima'],Flyweight,11,5,1,5,6,0,0,4,1,0,0,Brazil,"Valenca, Rio de Janeiro",125.0,M,"5,6",167.64
c41dfa804ed54906995c7c851bd35a51,Kyle Nelson,1991-04-20,The Monster,['House of Champions MMA'],Featherweight,15,5,0,5,4,6,0,2,1,2,0,Canada,"Huntsville, Ontario",145.0,M,"5,11",180.34
6ecef3639d8e4c3fbd727d16cb73d344,Tracy Cortez,1993-12-10,,['Fight Ready'],Flyweight,11,1,0,1,1,9,0,0,1,0,0,United States,"Phoenix, Arizona",125.0,F,"5,5",165.1
74c86e213bb84299af34eda78d3d947f,Jasmine Jasudavicius,1989-03-01,,['Niagara Top Team'],Flyweight,9,3,0,2,1,6,0,0,0,3,0,Canada,"St. Catharines, Ontario",125.0,F,"5,7",170.18
eee66bdf2ef84112ba21224fb9e5126c,Josefine Lindgren Knutsson,1996-01-16,Little Thunder,['Allstars Training Center'],Strawweight,7,0,0,1,0,6,0,0,0,0,0,Sweden,"Bromma, Stockholm",115.0,,"5,3",160.02
a1363c0048f5492a96bdd80bed86fae1,Marnic Mann,1993-03-05,The Sawed-Off Savage,['SBG Kalispell'],Strawweight,6,2,0,3,1,2,0,1,0,1,0,United States,"Kalispell, Montana",115.0,,"5,0",152.4
c6591e221ea04819bab11958b01d40ab,Sean Strickland,1991-02-27,Tarzan,['Xtreme Couture'],Middleweight,28,5,0,11,4,13,0,2,0,3,0,United States,"Anaheim, California",185.0,M,"6,1",185.42
298d664aebdd4a4bae0680751938c3ed,Tai Tuivasa,1993-03-16,Bam Bam,['Lions High Performance Centre'],Heavyweight,14,6,0,13,0,1,0,3,2,1,0,Australia,"Sydney, New South Wales",266.0,M,"6,2",187.96
71ea586cbd064c689b6a14acfba1fe02,Charlie Campbell,1995-06-03,The Cannibal,['Longo-Weidman MMA'],Lightweight,8,2,0,6,0,2,0,1,0,1,0,United States,"East Rockaway, New York",155.0,M,"6,0",182.88
3ad319f58b814b72bdf04e876c29a477,Manel Kape,1993-11-14,Starboy,['AKA Thailand'],Flyweight,19,6,0,11,5,3,0,0,2,4,0,Angola,Luanda,125.0,M,"5,6",167.64
0eb7d63af9314b3aaa887349dceecac9,Alex Reyes,1986-10-02,,"['Cage Combat Academy', 'Pinnacle MMA']",Lightweight,13,4,0,9,4,0,0,3,0,1,0,United States,"Hollywood, California",155.0,M,"5,11",180.34
d10275a6c8a246eeaa362fa499197e6d,Felipe dos Santos,2000-09-11,Lipe Detona,['Chute Boxe Diego Lima'],Flyweight,7,1,1,2,3,2,0,0,0,1,0,Brazil,"Maceio, Alagoas",126.0,M,"5,7",170.18
76348fee3ad240b2a9a1698be4c94199,Tyson Pedro,1991-09-17,,['Lions High Performance Centre'],Light Heavyweight,10,4,0,5,5,0,0,1,1,2,0,Australia,"Sydney, New South Wales",205.0,M,"6,3",190.5
26a9964a61984211a2273a5cfe64216d,Anton Turkalj,1996-06-10,The Pleasure Man,['GBG MMA'],Light Heavyweight,8,3,0,5,2,1,0,1,1,1,0,Sweden,Gothenburg,205.0,M,"6,4",193.04
9733c95f41354e11b40df093a83287bc,Justin Tafa,1993-12-13,Bad Man,['NTG Fight & Fitness'],Heavyweight,7,3,1,7,0,0,0,1,0,2,0,Australia,"Brisbane, New South Wales",266.0,M,"6,0",182.88
1de124403a6740f0b2390b696c7501b3,Carlos Ulberg,1990-11-17,Black Jag,['City Kickboxing'],Light Heavyweight,9,1,0,6,1,2,0,1,0,0,0,New Zealand,Auckland,205.0,M,"6,4",193.04
de21d9b5cf1a44ce9117ae019194166f,Jack Jenkins,1993-03-11,Phar,['Absolute Mixed Martial Arts'],Featherweight,12,3,0,5,3,4,0,1,2,0,0,Australia,"Melbourne, Victoria",145.0,M,"5,7",170.18
6298d66663444abe9a2c7e5d888808ea,John Makdessi,1985-05-03,The Bull,['Tristar Gym'],Lightweight,18,9,0,9,0,9,0,2,1,6,0,Canada,"Halifax, Nova Scotia",155.0,M,"5,8",172.72
a54d9e66929d43e0a5e9bd6e62e1d62f,Landon Quinones,1996-11-21,The Lone Wolf,['Kill Cliff FC'],Lightweight,7,2,0,5,1,1,0,0,0,2,0,United States,"Sunrise, Florida",155.0,M,"5,9",175.26
c5e985f5ebcb4714b107d796a76ed006,Austen Lane,1987-11-09,,['Bulldog Boxing'],Heavyweight,12,4,1,11,1,0,0,4,0,0,0,United States,"Jacksonville, Florida",243.0,M,"6,6",198.12
dea6d0b658f143c6822734c558e26387,Da Woon Jung,1993-12-07,Sseda,['Korean Top Team'],Light Heavyweight,15,5,0,11,2,2,0,1,2,2,0,South Korea,Daegu,205.0,M,"6,3",190.5
b6ea81bfa01c4929813efcaf616be666,Shane Young,1993-07-31,"Smokin,",['City Kickboxing'],Lightweight,13,8,0,6,4,3,0,1,1,6,0,New Zealand,Auckland,150.0,M,"5,8",172.72
c66c2d71eb8d49d2b0158e00b7288db1,Gabriel Miranda,1990-03-25,Fly,['CM System'],Featherweight,17,6,0,1,16,0,0,2,0,4,0,Brazil,"Telemaco Borba, Parana",145.0,M,"5,11",180.34
56459ef1b4b84ed6a52047b7e64ba19a,Kiefer Crosbie,1990-04-05,BDK,['SBG Ireland'],Welterweight,10,4,0,5,2,3,0,1,2,0,1,Ireland,Dublin,170.0,M,"6,0",182.88
0cb6de22a4194f819d77f5d78f9d7f23,Manon Fiorot,1990-02-17,The Beast,['Boxing Squad'],Flyweight,11,1,0,6,0,5,0,0,0,1,0,France,Nice,125.0,F,"5,7",170.18
8b8b6d3a67554baeae4344a454c97cd0,Ciryl Gane,1990-05-06,Bon Gamin,['MMA Factory'],Heavyweight,12,2,0,6,3,3,0,0,1,1,0,France,"Paris, Ville de Paris",250.0,M,"6,5",195.58
5a417774cc6e4e2a9921c7268c844b28,Rose Namajunas,1992-06-29,Thug,['303 Training Center'],Flyweight,11,6,0,2,5,4,0,1,1,4,0,United States,"Milwaukee, Wisconsin",125.0,F,"5,5",165.1
6f73b65f272545ccbdd66a8f7effb5f0,Thiago Moises,1995-03-23,,['American Top Team'],Lightweight,17,7,0,3,8,6,0,2,1,4,0,Brazil,"Indaiatuba, Sao Paulo",155.0,M,"5,9",175.26
f3c9be80399d49b58fe871108ebef01a,Mike Mathetha,1988-07-10,Blood Diamond,['City Kickboxing'],Welterweight,3,3,0,1,1,1,0,0,1,2,0,Zimbabwe,Bulawayo,170.0,M,"5,11",180.34
3e831a29bbb24122a78a339f434aef3b,Volkan Oezdemir,1989-09-19,No Time,['Fight Move Academy'],Light Heavyweight,19,7,0,12,2,5,0,2,2,3,0,Switzerland,Fribourg,205.0,M,"6,1",185.42
1b5eb34bee08400fb1d2da34ecad7ea1,William Gomis,1997-06-13,The Jaguar,['MMA Factory'],Featherweight,13,2,0,7,1,5,0,0,1,1,0,France,Paris,145.0,M,"6,0",182.88
b5c5678ea9a64f69ade9c24661942a45,Yanis Ghemmouri,1995-01-24,The Desert Warrior,"['Team Ezbiri', 'Team Adrenaline']",Featherweight,12,2,0,3,4,5,0,1,1,0,0,France,Lyon,145.0,M,"5,9",175.26
cb680198e46a45eba3842fe0edbc63cb,Morgan Charriere,1995-10-26,The Last Pirate,['Team Chapa Quente'],Featherweight,19,9,0,11,3,5,0,0,1,8,0,France,Poissy,145.0,,"5,8",172.72
8783fef53caf41b283c3230146c24df7,Manolo Zecchini,1996-10-22,Angelo Veneziano,['MMA Atletica Boxe Milano'],Featherweight,11,4,0,9,1,1,0,2,1,1,0,Italy,Venezia,145.0,,"5,9",175.26
a7be8f51c5c4490c9243cbfc6cd1e19f,Ange Loosa,1993-03-18,The Last Ninja,['Kill Cliff FC'],Welterweight,10,3,0,5,1,4,0,0,0,3,0,Congo,Kinshasha,170.0,M,"5,10",177.8
bacd78dc7a7d40c6a51646de2a05b45d,Caolan Loughran,1996-05-18,The Don,['Team Kaobon'],Bantamweight,8,1,0,5,2,1,0,0,0,1,0,Ireland,Tyrone,135.0,M,"5,6",167.64
c6105e98b5964dfa9f2673f24ad2fe39,Rhys McKee,1995-09-10,Skeletor,['Next Generation Northern Ireland'],Welterweight,13,5,0,10,3,0,0,2,0,3,0,Ireland,Ballymena,170.0,M,"6,1",185.42
54867b3795b340cea6e1b04b044479ce,Bogdan Guskov,1992-09-12,,['GOR MMA'],Light Heavyweight,14,3,0,12,2,0,0,1,1,1,0,Uzbekistan,Dukent,205.0,M,"6,2",187.96
6896f63980234043ba1d497e76ab1130,Farid Basharat,1997-08-02,Ferocious,['London Shootfighters'],Bantamweight,11,0,0,1,6,4,0,0,0,0,0,England,London,135.0,M,"5,6",167.64
54537a3a9ab54c6a9de8af7d17a2501a,Jacqueline Cavalcanti,1997-08-29,,['Reborn Fight Team'],Featherweight,6,1,0,3,0,3,0,0,0,1,0,Portugal,Lisbon,139.0,F,"5,9",175.26
e7d8832801c04c6b80c00a276208e320,Kleydson Rodrigues,1995-10-22,K.R.,['Team Nogueira'],Bantamweight,8,3,0,4,2,2,0,0,1,2,0,Brazil,"Laranjal do Jari, Amapa",135.0,M,"5,7",170.18
8a578375cc2647248b764712791a2cd4,Jae Hyun Park,2001-12-10,,['Korean Zombie MMA'],Lightweight,6,3,0,2,2,2,0,2,0,1,0,South Korea,Seoul,156.0,M,"5,10",177.8
d8de959fefc448e2af620f807f54a802,Nora Cornolle,1989-12-06,Wonder,['Team Cornolle'],Bantamweight,7,1,0,5,1,1,0,0,0,1,0,France,Epinay-sur-Seine,135.0,F,"5,7",170.18
b2bd07dce2914ed59e23d8defb68afc5,Chang Ho Lee,1994-05-09,,['Monster House'],Bantamweight,9,1,0,5,1,3,0,0,0,1,0,South Korea,"Goyang, Gyeonggi",136.0,M,"5,8",172.72
40122905779947fe866b5d7fd1fd836b,Joselyne Edwards,1995-09-29,La Pantera,['Kings MMA'],Bantamweight,13,5,0,5,3,5,0,0,1,4,0,Panama,Panama,135.0,F,"5,6",167.64
ea11dea053c64b2a9dad4759979b1f35,Zhawupasi Daermisi,2000-03-13,,['China Top Team'],Bantamweight,7,1,0,1,6,0,0,1,0,0,0,China,Beijing,136.0,M,"5,8",172.72
5ef35ff983aa4ddf967594eaa840adb7,Zhu Rong,2000-03-07,,['American Top Team'],Lightweight,24,5,0,15,5,3,1,0,4,1,0,China,"Aba, Sichuan",156.0,M,"5,11",180.34
50957683ce03459ebf230a596b0cd6f7,Long Xiao,1998-04-13,,['Xin-Du Martial Arts Club'],Bantamweight,26,7,0,4,9,13,0,3,0,4,0,China,Shanxi,136.0,M,"5,8",172.72
bab4dc61f9824c9ba0958514c3a7184c,Kaiwen Li,1995-10-16,The Underdog,['K-1 Gym'],Featherweight,12,5,0,7,1,4,0,3,0,1,1,China,Hunan,146.0,M,"5,9",175.26
9571d8ac18544f5ca2562debafe08d8f,Shuya Kamikubo,1993-04-12,Stealth,"['Tri.H Studio', 'Itadaki Jiu-Jitsu']",Bantamweight,13,2,0,3,4,7,0,0,0,2,0,Japan,"Yokohama, Kanagawa",136.0,M,"5,5",165.1
4d4e74a500314897af8701d51059d530,Seung Guk Choi,1996-12-26,,['Korean Zombie MMA'],Flyweight,7,3,0,2,0,5,0,0,1,2,0,South Korea,Seoul,125.0,M,"5,7",170.18
430b5ff7a9464ee2834c4906169e337e,Kouya Kanda,1995-12-20,Bushido,['Paraestra Kashiwa'],Featherweight,12,5,0,6,0,6,0,2,1,2,0,Japan,"Abiko, Chiba",145.0,M,"5,11",180.34
d295e0ac0dd34b9183b3a35f0b312bf4,Zha Yi,1997-01-08,,['Enbo Fight Club'],Featherweight,24,4,0,6,12,6,0,1,1,2,0,China,"Aba, Sichuan",146.0,M,"5,7",170.18
e3bc4fc67e3b4ee4a883bb1471e87983,Sang Won Kim,1993-09-01,No Problem,['Korean Top Team'],Featherweight,11,6,0,3,4,4,0,2,0,4,0,South Korea,Seoul,146.0,M,"5,9",175.26
7db23dfc57d844dcbf96df044cfd9268,Sang Wook Kim,1993-10-17,Frogman,['Havas MMA'],Welterweight,9,3,0,4,3,3,0,0,0,3,0,South Korea,Seoul,171.0,M,"6,0",182.88
d47669a282fd4e29b3602fcfdc3cc994,Nyamjargal Tumendemberel,1998-03-22,Art of Knockout,['ASM BJJ Association'],Flyweight,8,0,0,2,5,1,0,0,0,0,0,Mongolia,"Bayanbulag, Bayankhongor",126.0,M,"5,7",170.18
c33936d77bd44fbb8b8df8f486403233,Rei Tsuruya,2002-06-22,,['Paraestra Matsudo'],Flyweight,8,0,0,3,4,1,0,0,0,0,0,Japan,"Kashiwa, Chiba",126.0,M,"5,7",170.18
0b40ae579fbc49218bd7fd41ca21f428,Peter Danesoe,2000-09-01,The Asian Viking,['Team Quest Thailand'],Flyweight,6,3,0,4,2,0,0,0,2,1,0,Thailand,Chiang Mai,126.0,M,"5,9",175.26
0bfb2fb4d4af45769142b26df7d36b78,Max Holloway,1991-12-04,Blessed,"['Gracie Technics', 'Legacy Muay Thai']",Featherweight,25,7,0,11,2,12,0,0,1,6,0,United States,"Waianae, Hawaii",145.0,M,"5,11",180.34
3cb3046feab7496abf5dda7f9146bdda,Giga Chikadze,1988-08-25,Ninja,['Kings MMA'],Featherweight,15,3,0,9,1,5,0,0,1,2,0,Georgia,Tbilisi,145.0,M,"6,0",182.88
deaddb24732f48f9b9e73e34634f2740,Chan Sung Jung,1987-03-17,The Korean Zombie,['Fight Ready'],Featherweight,17,8,0,6,8,3,0,5,0,3,0,South Korea,"Gyeongju, North Gyeongsang",145.0,M,"5,9",175.26
107ff15065ed4e9a8b69ecd42eda1b85,Alex Caceres,1988-06-20,Bruce Leeroy,['MMA Lab'],Featherweight,21,14,1,4,7,10,0,1,7,6,0,United States,"Miami, Florida",145.0,M,"5,9",175.26
1c49d71a341a4e9f947015eb9199cee0,Rinya Nakamura,1995-03-23,Hybrid,['Freelance'],Bantamweight,8,0,0,5,1,2,0,0,0,0,0,Japan,Saitama,136.0,M,"5,7",170.18
864c31e2dc4a4464ad52a983ae623db0,Fernie Garcia,1992-04-12,,['Fortis MMA'],Bantamweight,10,4,0,1,3,6,0,0,0,4,0,United States,"Dallas, Texas",135.0,M,"5,7",170.18
110db5b41964465381ff964ad609e153,Mark Climaco,1997-11-06,,['American Kickboxing Academy'],Flyweight,9,2,0,2,1,6,0,1,0,1,0,United States,"Hayward, California",126.0,M,"5,4",162.56
0653bbf9e60c4e2b80ccf066167f7d57,Taila Santos,1993-06-22,,['Astra Fight Team'],Flyweight,19,3,0,10,3,6,0,0,0,3,0,Brazil,"Balneario Camboriu, Santa Catarina",125.0,F,"5,5",165.1
b2bd83d65b7347f8bd7f064208f82bca,Junior Tafa,1996-09-21,The Juggernaut,['NTG Fight & Fitness'],Heavyweight,5,1,0,5,0,0,0,0,0,1,0,New Zealand,Avondale,255.0,M,"6,3",190.5
4b71aaff56834d6a92f9147fe3c7c113,Parker Porter,1985-04-22,,['Underdog Brazilian Jiu-Jitsu'],Heavyweight,13,9,0,6,3,4,0,5,3,0,1,United States,"Hartford, Connecticut",256.0,M,"6,0",182.88
d17e8e7ec21e4a3299bfb0cbbaaa066b,Garrett Armfield,1996-10-09,,['Springfield Fight Club'],Bantamweight,9,3,0,6,2,1,0,0,2,1,0,United States,"Springfield, Missouri",135.0,M,"5,7",170.18
e5666168234049dfa9f06d14f0300f51,Toshiomi Kazama,1997-05-15,Silent Finisher,['Wajutsu Keishukai Hearts'],Bantamweight,10,4,0,3,5,2,0,3,0,1,0,Japan,Ibaraki,135.0,M,"5,7",170.18
36d0cf8e4fac4e9ebd451ed135a48c02,Waldo Cortes-Acosta,1991-10-03,Salsa Boy,['Ultimate Kombat Fitness'],Heavyweight,10,1,0,5,1,4,0,0,0,1,0,United States,"Phoenix, Arizona",264.0,M,"6,4",193.04
96aeb2682017489eb80e4bbd41681926,Michal Oleksiejczuk,1995-02-22,Hussar,['Akademia Sportow Walki Wilanow'],Middleweight,19,6,1,14,1,4,0,1,4,1,0,Poland,Barki,185.0,M,"6,0",182.88
d55ab7f49f5e40d58d686b048305af48,Erin Blanchfield,1999-05-04,Cold Blooded,['Renzo Gracie Jiu-Jitsu'],Flyweight,12,1,0,2,4,6,0,0,0,1,0,United States,"Elmwood Park, New Jersey",125.0,F,"5,4",162.56
85a7890be2834fed9fd4e2fcbeba33f0,Billy Goff,1998-06-18,,['Dexter MMA'],Welterweight,9,2,0,7,0,2,0,1,0,1,0,United States,"Groton, Connecticut",170.0,M,"5,10",177.8
87bed68c5a324e5aa45f4926780744a6,Yusaku Kinoshita,2000-08-21,Wonderboy,['Pancrase Inagakigumi'],Welterweight,6,3,0,4,2,0,0,2,0,0,1,Japan,"Izumi, Osaka",170.0,M,"6,0",182.88
8843cf372b3e4ad7a4a9e8dd7d2afbf6,Na Liang,1996-07-27,Dragon Girl,['Longyun MMA Gym'],Flyweight,19,7,0,7,10,0,2,4,2,1,0,China,Heilongjiang,125.0,F,"5,9",175.26
5a4d9740ae90457094ac2868ea12140a,Chidi Njokuani,1988-12-31,Chidi Bang Bang,"[""One Kick's Gym"", 'Sergio Penha BJJ']",Middleweight,22,10,1,14,1,7,0,5,3,2,0,United States,"Las Vegas, Nevada",185.0,M,"6,3",190.5
31b9377a8fbd4851ab622134b9cad5ba,Sean O'Malley,1994-10-24,Sugar,['MMA Lab'],Bantamweight,17,1,1,12,1,4,0,1,0,0,0,United States,"Helena, Montana",135.0,M,"5,11",180.34
378e2ef6fc5245fca70df8d9e90e4eda,Rolando Bedoya,1997-01-13,The Machine,['Chute Boxe'],Welterweight,14,3,0,4,3,7,0,0,0,3,0,Peru,Lima,170.0,M,"5,11",180.34
3c4e412e1e5c4833a30b8d7acea3ae93,Weili Zhang,1989-08-13,Magnum,['Fight Ready'],Strawweight,24,3,0,11,8,5,0,1,0,2,0,China,"Handan, Hebei",115.0,F,"5,4",162.56
36decdc814f34579a8de18f7c5929457,Aljamain Sterling,1989-07-31,Funk Master,['Serra-Longo Fight Team'],Bantamweight,23,4,0,3,8,11,1,2,0,2,0,United States,"Cortland, New York",135.0,M,"5,7",170.18
84c74442616b427d8726e91e17cc7c4f,Neil Magny,1987-08-03,The Haitian Sensation,['Elevation Fight Team'],Welterweight,28,11,0,7,4,17,0,2,6,3,0,United States,"Brooklyn, New York",170.0,M,"6,3",190.5
8093e9d221944ce092c3e05919abe772,Ian Garry,1997-11-17,The Future,['Kill Cliff FC'],Welterweight,13,0,0,7,1,5,0,0,0,0,0,Ireland,Dublin,170.0,M,"6,3",190.5
917d71676bec4e0c82276e74fb28e728,Da'Mon Blackshear,1994-08-12,Da Monster,['Jackson-Wink MMA'],Bantamweight,14,6,0,2,9,3,0,0,0,6,0,United States,"Fayetteville, North Carolina",135.0,M,"5,10",177.8
4b0f29ccf72044d38f1811816613b2a1,Mario Bautista,1993-07-01,,['MMA Lab'],Bantamweight,13,2,0,3,6,4,0,1,1,0,0,United States,"Phoenix, Arizona",135.0,M,"5,9",175.26
0e9bed4b61cb4f0cb6df21e9ea162e09,Brad Tavares,1987-12-21,,"['Xtreme Couture', 'MMA Development']",Middleweight,20,8,0,5,2,13,0,4,0,4,0,United States,"Kailua, Hawaii",185.0,M,"5,11",180.34
43938e53e6ed46f39bc417650c160d66,Chris Weidman,1984-06-17,The All-American,['Serra-Longo Fight Team'],Middleweight,15,7,0,6,4,5,0,6,0,1,0,United States,"Baldwin, New York",185.0,M,"6,2",187.96
17c566c419e648d8987e45c8078d1937,Amanda Lemos,1987-05-22,Amandinha,['Marajo Brothers Team'],Strawweight,13,3,0,8,3,2,0,1,1,1,0,Brazil,"Belem, Para",115.0,F,"5,4",162.56
5d6a88b4a2244421892acb964a7cad61,Pedro Munhoz,1986-09-07,The Young Punisher,['American Top Team'],Bantamweight,20,8,2,5,8,7,0,0,0,8,0,Brazil,"Sao Paulo, Sao Paulo",135.0,M,"5,6",167.64
9e931ea8b23a4603a0426b243f1a7b4b,Gregory Rodrigues,1992-02-17,RoboCop,['Kill Cliff FC'],Middleweight,14,5,0,9,3,2,0,3,0,2,0,Brazil,"Porto Velho, Rondonia",185.0,M,"6,3",190.5
e4cea25b9ba74381943f7b78458ca1bd,Brad Katona,1991-12-19,Superman,['SBG Ireland'],Bantamweight,13,2,0,1,3,9,0,0,0,2,0,Canada,"Winnipeg, Manitoba",135.0,M,"5,6",167.64
0193e09c432e4ff1a6b3a5ee3ed5a689,Gerald Meerschaert,1987-12-18,GM3,['Kill Cliff FC'],Middleweight,35,17,0,6,27,2,0,4,8,5,0,United States,"Racine, Wisconsin",185.0,M,"6,1",185.42
83f046e9e974443f985cb709b9c32a9c,Cody Gibson,1987-09-11,The Renegade,['Elite Team'],Bantamweight,19,9,0,7,4,8,0,0,4,5,0,United States,"Visalia, California",135.0,M,"5,10",177.8
71307fd611dc40e2832d4f5761194d52,Karine Silva,1993-12-02,Killer,"['Gile Ribeiro Team', 'Santa Fe Team']",Flyweight,17,4,0,9,8,0,0,1,2,1,0,Brazil,"Dourados, Mato Grosso do Sul",125.0,F,"5,4",162.56
12190f662c084497b999f5991db79e5c,Kurt Holobaugh,1986-09-08,,['Gracie United'],Lightweight,20,7,1,7,10,3,0,1,1,5,0,United States,"Denham Springs, Louisiana",155.0,M,"5,11",180.34
175f881bdde04c499ab8e280ea83745f,Maryna Moroz,1991-09-08,The Iron Lady,['American Top Team'],Flyweight,11,5,0,1,6,4,0,0,1,4,0,Ukraine,Vilnohirsk,125.0,F,"5,7",170.18
d09371d946924998b0e928e4bb629ad5,Austin Hubbard,1991-12-22,Thud,['Elevation Fight Team'],Lightweight,15,7,0,5,2,8,0,0,3,4,0,United States,"Denver, Colorado",155.0,M,"5,10",177.8
7fa2dfb83c294560bf7e43c701de1c16,Vicente Luque,1991-11-27,The Silent Assassin,['Kill Cliff FC'],Welterweight,22,9,0,11,8,3,0,1,2,6,0,United States,"Westwood, New Jersey",170.0,M,"5,11",180.34
7bf2a238ed644344bafb40d3ff313e73,Hakeem Dawodu,1991-07-02,Mean,"[""Champion's Creed MMA"", 'Mike Miles Muay Thai and Kickboxing']",Featherweight,13,4,0,7,0,6,0,0,1,3,0,Canada,"Calgary, Alberta",145.0,M,"5,8",172.72
185f2a9be645497a959b8d53edb1a2ef,Chris Daukaus,1989-09-25,,['Team Balance'],Light Heavyweight,12,7,0,11,0,1,0,6,1,0,0,United States,"Philadelphia, Pennsylvania",205.0,M,"6,2",187.96
236d88d40cde4118a5cf6540e511b0fb,Iasmin Lucindo,2002-01-08,,['Fight House'],Strawweight,15,5,0,8,3,4,0,1,2,2,0,Brazil,"Fortaleza, Ceara",115.0,F,"5,4",162.56
0da8462f81e14c50985a46f48e24db7d,Tafon Nchukwi,1994-10-14,Da Don,['Team Lloyd Irvin'],Light Heavyweight,6,4,0,4,0,2,0,2,0,2,0,Cameroon,Bamenda,190.0,M,"6,0",182.88
77762374a0b741c0a4d56ec53793d101,Rafael dos Anjos,1984-10-26,,"['RDA Academy', 'Nova Uniao']",Welterweight,32,15,0,5,11,16,0,4,0,11,0,Brazil,"Rio de Janeiro, Rio de Janeiro",170.0,M,"5,8",172.72
7997b3783f164c2793fdf1a50a0989ad,Jamie Pickett,1988-08-29,The Nightwolf,['The HitPit Martial Arts'],Middleweight,13,10,0,9,0,4,0,2,4,4,0,United States,"Greenville, North Carolina",185.0,M,"6,1",185.42
f80b6199cc01435a9f2faa78c2d9270e,J.P. Buys,1996-04-30,Young Savage,['Xtreme Couture'],Bantamweight,9,6,0,3,5,0,1,4,1,1,0,South Africa,"Johannesburg, Gauteng",135.0,M,"5,6",167.64
f01621783ee148a6b6f8a01ce91cf11b,A.J. Dobson,1992-01-18,,['Strong Style Fight Team'],Middleweight,7,2,1,3,2,2,0,0,0,2,0,United States,"Powell, Ohio",185.0,M,"6,2",187.96
d3f8d86ea79646e5a97080f37bf30317,Marcus McGhee,1990-05-07,The Maniac,['MMA Lab'],Bantamweight,8,1,0,7,1,0,0,0,1,0,0,United States,"Phoenix, Arizona",135.0,M,"5,8",172.72
f0e3a8b6ac4449d7842fd737e306fd5f,Francis Marshall,1999-03-09,Fire,['Pellegrino Mixed Martial Arts'],Featherweight,7,2,0,1,4,2,0,1,0,1,0,United States,"Jersey City, New Jersey",145.0,M,"5,9",175.26
4ccf011cd32e462f93bb61f2df5b93ad,Josh Parisian,1989-06-28,,['Scorpion Fighting System'],Heavyweight,15,7,0,11,2,2,0,2,2,3,0,United States,"Brighton, Michigan",266.0,M,"6,4",193.04
0047052d0cff47d685de29d70bb110bd,Jaqueline Amorim,1995-06-24,,['American Top Team'],Strawweight,7,1,0,2,5,0,0,0,0,1,0,Brazil,"Manaus, Amazonas",115.0,F,"5,3",160.02
651274f8a6554450a5eef89c255f79ef,Tatiana Suarez,1990-12-19,,['Millennia MMA'],Strawweight,10,0,0,2,5,3,0,0,0,0,0,United States,"Covina, California",115.0,F,"5,5",165.1
6c7149154324441da2b13abb7cc9f611,Juliana Miller,1996-05-07,Killer,['10th Planet San Diego'],Flyweight,3,3,0,1,2,0,0,1,0,2,0,United States,"San Diego, California",125.0,F,"5,7",170.18
2092c2af7da44119b6f718ac759a1ac4,Kennedy Nzechukwu,1992-06-13,American Savage,['Fortis MMA'],Light Heavyweight,12,4,0,8,1,3,0,2,1,1,0,United States,"Dallas, Texas",205.0,M,"6,5",195.58
b60bec574cec47bc8c8bf57481ae2682,Gavin Tucker,1986-06-17,"Guv,Nor",['Titans MMA'],Featherweight,13,3,0,4,6,3,0,1,1,1,0,Canada,"Ship Cove, Newfoundland",145.0,M,"5,7",170.18
a8aaadb1e28041339fe120d563dde686,Isaac Dulgarian,1996-07-04,The MidWest Choppa,['Factory X'],Featherweight,6,0,0,4,2,0,0,0,0,0,0,United States,"Kansas City, Missouri",145.0,M,"5,7",170.18
91e78536b9e04970b7a0207b523b43a6,Ludovit Klein,1995-02-22,Mr. Highlight,['Spartakus Fight Gym'],Lightweight,20,4,0,8,8,4,0,1,2,1,0,Slovakia,Nove Zamky,155.0,M,"5,8",172.72
671903a69e324006bd1fd507e019cab6,Ignacio Bahamondes,1997-08-27,La Jaula,['Valle Flow Striking'],Welterweight,14,5,0,9,1,4,0,0,2,3,0,Chile,"Santiago, Santiago Metropolitan Region",160.0,M,"6,1",185.42
2b76fb61e9724ffd877d2a52af251926,Kyler Phillips,1995-06-12,Matrix,['MMA Lab'],Bantamweight,11,2,0,5,2,4,0,0,0,2,0,United States,"Phoenix, Arizona",135.0,M,"5,8",172.72
dfd89ba0ef8b4826bc9f23c3b74f40c0,Tanner Boser,1991-08-02,The Bulldozer,['Shaved Bears MMA'],Light Heavyweight,21,10,0,11,2,8,0,2,0,8,0,Canada,"Bonnyville, Alberta",203.0,M,"6,2",187.96
95d39e46960c4bf99f8f6d93f4e507c3,Jeremiah Wells,1986-10-30,,"['Renzo Gracie Philly', 'Extreme Evolution Fight Camp']",Welterweight,12,3,0,5,4,3,0,0,1,2,0,United States,"West Hazleton, Pennsylvania",170.0,M,"5,9",175.26
